,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2013-04-09,何咯,12.0,7.7,285.0,10.4,2.8,3.001,0.04,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-10,何咯,10.7,7.9,264.0,10.2,2.6,2.937,0.038,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-11,何咯,10.5,7.9,288.0,9.3,2.9,3.312,0.043,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,何咯,10.3,8.2,265.0,10.5,3.0,2.947,0.053,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-13,何咯,10.9,8.5,243.0,13.8,3.3,2.79,0.064,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-14,何咯,11.1,8.4,249.0,13.8,3.2,2.82,0.066,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-15,何咯,10.6,8.1,256.0,12.8,3.1,2.882,0.063,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,何咯,11.3,8.0,254.0,11.8,3.0,2.899,0.058,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-17,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-04-18,何咯,12.9,7.9,259.0,11.7,3.0,2.799,0.056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,何咯,13.0,8.2,266.0,12.4,3.4,,0.059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-20,何咯,12.4,8.3,269.0,12.1,3.4,,0.065,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-21,何咯,12.9,8.3,258.0,11.7,3.3,,0.062,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-22,何咯,13.8,8.3,253.0,11.8,3.2,,0.057,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-23,何咯,13.1,8.1,257.0,11.8,3.1,3.469,0.045,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-24,何咯,13.1,7.9,269.0,11.6,3.0,3.463,0.042,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2013-04-25,何咯,13.0,7.8,278.0,11.5,3.2,3.785,0.045,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-26,何咯,13.2,8.2,250.0,11.9,3.1,,0.053,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-27,何咯,13.1,8.2,254.0,11.8,3.2,4.361,0.061,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-28,何咯,14.4,8.3,266.0,11.9,3.2,5.152,0.077,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-29,何咯,14.5,8.7,238.0,12.5,3.1,4.349,0.073,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-30,何咯,14.2,8.7,231.0,12.8,,,,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,何咯,14.9,8.8,248.0,13.0,3.3,2.599,0.063,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-02,何咯,14.8,8.8,238.0,12.9,3.2,2.225,0.06,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-03,何咯,15.4,8.7,252.0,12.2,3.5,2.569,0.06,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-04,何咯,15.8,8.8,245.0,13.0,3.3,2.449,0.066,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-05,何咯,16.9,9.1,237.0,13.4,3.4,2.42,0.065,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-06,何咯,16.2,8.9,241.0,12.7,3.4,2.326,0.062,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-07,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,何咯,18.3,9.4,254.0,13.6,4.5,2.407,0.058,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-09,何咯,17.7,9.1,255.0,12.7,3.6,1.861,0.046,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-10,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11,何咯,18.3,9.0,249.0,12.4,3.6,3.299,0.066,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-12,何咯,18.8,9.0,252.0,11.7,3.9,3.333,0.074,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-13,何咯,18.9,9.0,255.0,12.0,3.8,3.176,0.074,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-14,何咯,19.1,9.1,269.0,13.1,4.0,3.136,0.073,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-15,何咯,21.1,9.3,281.0,14.1,4.2,2.714,0.077,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-16,何咯,21.4,9.0,256.0,11.8,3.8,2.343,0.057,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-17,何咯,20.8,8.7,251.0,10.7,3.4,2.425,0.05,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-18,何咯,21.1,8.4,254.0,9.5,3.4,2.598,0.053,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-19,何咯,20.2,8.2,253.0,9.1,3.2,2.652,0.052,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-20,何咯,19.3,8.3,262.0,9.7,3.3,2.592,0.058,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-21,何咯,19.4,8.6,262.0,11.2,3.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-22,何咯,19.2,8.5,260.0,11.7,3.9,,,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-23,何咯,20.4,8.1,274.0,11.2,4.3,4.011,0.089,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-24,何咯,21.9,8.3,264.0,11.8,4.2,4.901,0.071,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-25,何咯,22.1,8.3,254.0,12.0,4.0,4.548,0.061,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-26,何咯,22.6,8.4,253.0,12.2,3.8,4.347,0.054,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-27,何咯,21.6,7.6,251.0,9.9,3.5,4.174,0.055,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-28,何咯,19.8,7.1,219.0,7.3,3.5,3.927,0.103,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29,何咯,18.6,6.8,215.0,5.3,3.7,,0.118,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-30,何咯,19.9,6.8,211.0,4.6,3.7,3.343,0.104,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-31,何咯,19.9,6.8,200.0,5.8,3.5,3.307,0.094,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,何咯,20.0,7.0,202.0,6.9,3.3,3.053,0.075,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-02,何咯,20.9,7.7,216.0,10.1,3.2,3.014,0.066,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-03,何咯,21.1,7.9,225.0,10.9,3.1,2.737,0.057,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-04,何咯,21.4,8.3,233.0,11.8,2.9,2.683,0.054,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-05,何咯,21.8,8.4,228.0,12.2,2.8,2.399,0.047,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-06,何咯,22.1,8.5,220.0,12.6,2.6,2.272,0.046,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-07,何咯,22.6,8.5,218.0,12.2,2.6,2.27,0.05,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-08,何咯,22.2,8.6,219.0,12.3,2.6,2.104,0.05,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-09,何咯,22.3,8.4,222.0,11.5,2.5,2.094,0.049,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-10,何咯,22.5,8.5,223.0,11.1,2.6,2.168,0.054,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-11,何咯,22.1,8.6,223.0,10.9,2.6,2.121,0.051,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-12,何咯,21.5,8.1,225.0,10.3,2.6,2.08,0.05,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-13,何咯,21.7,7.9,226.0,10.4,2.7,2.061,0.054,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,何咯,21.6,8.1,223.0,11.0,2.6,2.102,0.055,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-15,何咯,21.3,8.3,224.0,11.9,2.7,2.129,0.056,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-16,何咯,21.5,8.5,233.0,13.0,2.6,2.237,0.054,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-17,何咯,22.2,8.8,230.0,12.6,2.5,2.151,0.054,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-18,何咯,22.1,7.9,219.0,9.4,2.8,2.38,0.072,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-19,何咯,22.6,6.7,156.0,4.4,3.5,3.311,0.198,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-20,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,何咯,24.3,6.9,165.0,5.6,,,0.16,2.6,,,,,,,,,,,,,,,
2013-06-22,何咯,24.2,7.0,178.0,6.5,3.4,3.097,0.131,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-23,何咯,23.8,7.1,193.0,7.3,3.0,2.797,0.113,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-24,何咯,23.3,7.2,203.0,8.1,2.9,2.545,0.106,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-25,何咯,23.3,7.4,215.0,9.2,2.9,2.491,0.104,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-26,何咯,22.9,7.8,218.0,10.2,2.9,2.405,,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-27,何咯,24.0,7.5,218.0,9.4,3.0,2.639,0.114,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28,何咯,25.1,7.2,213.0,7.9,3.5,2.658,0.112,20.2,,,,,,,,,,,,,,,
2013-06-29,何咯,26.2,7.5,200.0,9.3,3.4,2.441,0.115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-30,何咯,26.6,7.8,214.0,10.7,3.1,2.416,0.104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,何咯,27.1,7.9,217.0,10.3,3.2,2.423,0.102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-02,何咯,26.8,8.1,215.0,9.7,3.0,2.186,0.094,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-03,何咯,26.7,7.6,232.0,7.6,3.1,2.139,0.095,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-04,何咯,25.7,7.2,227.0,6.3,3.0,2.269,0.112,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-05,何咯,25.0,6.9,204.0,5.8,3.0,2.336,0.166,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-06,何咯,24.0,6.9,186.0,6.1,3.0,2.429,0.182,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-07,何咯,24.3,6.8,166.0,5.9,3.0,2.317,0.175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-08,何咯,24.6,7.0,169.0,6.3,2.9,2.356,0.155,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-09,何咯,24.4,7.1,182.0,6.6,2.6,2.402,0.124,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-10,何咯,24.6,7.3,191.0,7.6,2.6,2.459,0.126,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-11,何咯,25.3,7.7,207.0,9.2,2.8,2.357,0.108,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,何咯,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,何咯,25.6,7.4,218.0,7.9,3.2,2.209,0.161,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-18,何咯,25.6,7.3,185.0,7.8,3.3,2.293,0.175,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,何咯,25.9,7.3,197.0,7.8,3.0,2.406,0.153,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-20,何咯,26.7,7.9,205.0,9.4,3.1,2.623,0.14,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-21,何咯,26.7,7.8,195.0,9.3,3.0,2.532,0.126,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-22,何咯,27.7,8.2,199.0,9.6,3.0,2.394,0.127,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-23,何咯,27.5,8.0,223.0,8.6,2.9,2.497,0.094,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-24,何咯,26.7,7.5,239.0,7.6,2.9,2.818,0.108,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-25,何咯,26.1,7.2,201.0,6.8,2.9,2.805,0.141,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-26,何咯,26.8,7.0,163.0,6.3,3.0,2.766,0.201,3.6,,,,,,,,,,,,,,,
2013-07-27,何咯,27.5,7.3,176.0,7.3,3.1,2.799,0.177,10.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-28,何咯,27.3,7.5,190.0,8.4,3.0,2.776,0.145,20.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-29,何咯,27.6,7.9,204.0,9.2,2.8,2.479,0.125,22.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-30,何咯,27.4,8.1,223.0,9.8,2.7,2.503,0.101,26.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-31,何咯,26.9,7.5,229.0,8.5,2.8,2.535,0.081,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,何咯,27.0,7.1,206.0,6.9,2.9,2.822,0.141,6.5,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-02,何咯,27.7,6.9,165.0,6.2,2.7,2.688,0.215,3.5,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2013-08-03,何咯,28.0,7.0,161.0,6.9,2.6,2.65,0.208,3.3,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0
2013-08-04,何咯,27.7,7.1,186.0,7.2,2.6,2.685,0.164,5.2,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2013-08-05,何咯,27.0,7.0,172.0,6.5,2.6,2.637,0.169,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2013-08-06,何咯,27.6,7.0,154.0,6.9,2.5,2.441,0.15,1.9,0.1,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-07,何咯,27.5,7.1,173.0,7.3,2.4,2.566,0.122,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-08,何咯,28.0,7.1,180.0,7.1,2.5,2.62,0.151,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2013-08-09,何咯,28.2,7.1,159.0,7.0,2.8,2.697,0.198,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-10,何咯,28.8,7.5,172.0,8.4,2.6,2.572,0.15,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-11,何咯,29.5,7.9,193.0,9.5,2.6,2.368,0.118,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-12,何咯,29.6,8.1,212.0,10.4,2.8,2.248,0.097,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-13,何咯,29.4,8.2,224.0,10.6,2.8,2.286,0.085,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-14,何咯,30.0,8.8,209.0,11.8,2.9,2.206,0.083,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-15,何咯,30.4,8.8,209.0,11.6,3.1,2.135,0.078,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16,何咯,30.7,8.7,208.0,10.7,3.1,2.056,0.08,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-17,何咯,30.4,8.5,215.0,9.8,2.9,1.988,0.076,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-18,何咯,30.6,8.4,235.0,9.4,2.9,2.045,0.088,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-19,何咯,30.9,8.8,248.0,10.0,3.1,1.971,0.085,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-20,何咯,30.7,8.8,264.0,9.5,3.1,1.742,0.08,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-21,何咯,30.7,8.8,254.0,10.4,3.2,1.78,0.091,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-22,何咯,31.2,9.0,241.0,11.9,3.2,1.679,,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-23,何咯,29.6,8.4,265.0,8.3,3.1,1.655,0.085,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-24,何咯,28.8,7.7,269.0,7.5,3.1,1.701,0.094,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-25,何咯,28.2,7.3,246.0,8.5,3.1,1.785,0.098,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-26,何咯,27.9,7.3,216.0,7.5,3.1,1.925,0.125,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-27,何咯,27.6,7.4,206.0,7.6,3.2,1.957,0.126,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
