,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘
2013-08-13,咯林,,,,,,,,,
2013-08-14,咯林,,,,,,,,,
2013-08-15,咯林,,,,,,,,,
2013-08-16,咯林,,,,,,,,,
2013-08-17,咯林,,,,,,,,,
2013-08-18,咯林,,,,,,,,,
2013-08-19,咯林,,,,,,,,,
2013-08-20,咯林,,,,,,,,,
2013-08-21,咯林,,,,,,,,,
2013-08-22,咯林,,,,,,,,,
2013-08-23,咯林,,,,,,,,,
2013-08-24,咯林,,,,,,,,,
2013-08-25,咯林,,,,,,,,,
2013-08-26,咯林,,,,,,,,,
2013-08-27,咯林,,,,,,,,,
2013-08-28,咯林,,,,,,,,,
2013-08-29,咯林,,,,,,,,,
2013-08-30,咯林,,,,,,,,,
2013-08-31,咯林,24.4,7.5,174.0,7.5,14.0,,2.279,,10.2
2013-09-01,咯林,24.5,7.5,173.0,7.6,14.8,,2.166,0.12,6.9
2013-09-02,咯林,23.8,7.6,177.0,7.8,14.1,,2.161,0.115,5.6
2013-09-03,咯林,22.5,7.7,183.0,8.5,11.3,,2.172,0.102,5.0
2013-09-04,咯林,22.0,7.9,188.0,9.6,8.2,,2.229,0.076,5.0
2013-09-05,咯林,22.3,8.0,190.0,9.1,8.0,,2.157,0.066,5.1
2013-09-06,咯林,21.4,8.0,192.0,9.0,7.8,,2.106,0.059,5.8
2013-09-07,咯林,21.8,7.9,198.0,8.9,7.0,,2.093,0.055,6.3
2013-09-08,咯林,22.4,8.0,196.0,8.7,6.0,,2.024,0.048,5.5
2013-09-09,咯林,22.3,8.1,196.0,8.7,6.4,,2.214,0.048,4.9
2013-09-10,咯林,22.4,8.0,198.0,8.4,6.3,,2.186,0.047,5.6
2013-09-11,咯林,21.6,7.7,198.0,7.9,13.5,,2.18,0.054,5.3
2013-09-12,咯林,21.5,7.3,201.0,7.2,19.4,,2.774,0.139,
2013-09-13,咯林,22.1,7.5,193.0,8.0,12.7,,2.321,0.093,
2013-09-14,咯林,22.0,7.2,162.0,7.1,79.7,,2.712,0.243,
2013-09-15,咯林,21.8,7.1,142.0,7.0,54.3,,3.016,0.24,
2013-09-16,咯林,22.1,7.1,158.0,6.8,18.5,,3.272,0.178,
2013-09-17,咯林,,,,,,,,,
2013-09-18,咯林,22.4,7.5,173.0,8.0,9.9,2.8,2.699,0.106,2.7
2013-09-19,咯林,22.9,7.6,180.0,8.0,9.4,2.6,2.58,0.097,2.3
2013-09-20,咯林,22.9,7.7,183.0,8.0,8.9,2.4,2.659,0.086,2.1
2013-09-21,咯林,23.0,7.7,186.0,7.9,7.7,2.4,2.612,0.076,
2013-09-22,咯林,23.0,7.8,188.0,7.7,7.8,2.3,2.493,0.068,
2013-09-23,咯林,22.0,7.9,192.0,8.0,7.3,2.3,2.537,0.066,
2013-09-24,咯林,22.4,7.9,193.0,7.7,7.5,2.4,2.571,0.063,5.6
2013-09-25,咯林,21.7,7.7,195.0,7.6,7.8,2.4,2.703,0.066,5.5
2013-09-26,咯林,21.7,7.9,195.0,7.8,7.7,2.4,2.547,0.062,4.8
2013-09-27,咯林,20.6,7.9,195.0,7.7,6.4,2.4,2.374,0.055,2.7
2013-09-28,咯林,20.2,7.9,197.0,7.5,6.6,2.4,2.371,0.053,2.8
2013-09-29,咯林,19.4,7.8,195.0,7.3,7.5,1.9,2.407,0.053,2.8
2013-09-30,咯林,19.9,7.6,193.0,7.0,8.3,1.6,2.976,0.07,4.2
2013-10-01,咯林,21.0,7.6,200.0,7.1,6.9,1.7,3.059,0.076,4.0
2013-10-02,咯林,21.2,7.7,199.0,7.6,6.9,1.6,2.624,0.065,2.5
2013-10-03,咯林,20.4,7.5,198.0,8.0,7.2,1.7,2.518,0.07,2.2
2013-10-04,咯林,20.0,7.7,198.0,8.4,6.9,1.9,2.458,0.065,1.7
2013-10-05,咯林,20.3,7.7,202.0,8.6,6.6,2.2,2.44,0.063,1.4
2013-10-06,咯林,20.3,7.7,204.0,8.7,6.7,2.1,2.457,0.061,1.5
2013-10-07,咯林,20.5,7.7,203.0,8.9,5.7,2.0,2.34,0.053,1.5
2013-10-08,咯林,20.9,7.7,205.0,8.8,7.0,2.0,2.291,0.054,1.6
2013-10-09,咯林,20.7,7.5,205.0,8.6,6.9,1.9,2.364,0.055,1.8
2013-10-10,咯林,21.3,7.7,,9.0,5.4,2.2,2.549,,1.8
2013-10-11,咯林,21.0,7.8,,9.0,4.4,2.4,2.769,,1.4
2013-10-12,咯林,19.7,7.8,204.0,9.2,4.3,2.5,2.733,0.057,1.3
2013-10-13,咯林,19.2,7.9,200.0,9.8,3.1,2.5,2.6,0.046,1.2
2013-10-14,咯林,19.2,7.9,203.0,10.6,2.9,2.5,2.664,0.046,
2013-10-15,咯林,18.9,7.8,208.0,11.5,3.9,2.5,2.809,0.047,
2013-10-16,咯林,17.2,7.8,204.0,12.1,3.1,2.4,2.682,0.039,
2013-10-17,咯林,17.1,8.0,206.0,13.2,2.5,2.3,2.618,0.041,
2013-10-18,咯林,17.5,8.0,209.0,13.5,2.6,2.3,2.518,0.038,
2013-10-19,咯林,17.5,8.0,211.0,13.8,2.8,2.3,2.565,0.037,
2013-10-20,咯林,17.8,8.0,212.0,13.8,2.6,2.4,2.642,0.035,
2013-10-21,咯林,18.3,8.1,212.0,14.2,2.9,2.5,2.564,0.037,
2013-10-22,咯林,18.0,8.0,213.0,14.1,3.2,2.5,2.394,0.036,1.2
2013-10-23,咯林,17.9,8.0,214.0,14.3,2.7,2.4,2.262,0.033,1.4
2013-10-24,咯林,18.1,8.1,214.0,13.2,2.6,2.5,2.175,0.037,1.3
2013-10-25,咯林,17.3,8.0,215.0,12.1,2.7,2.5,2.224,0.042,1.3
2013-10-26,咯林,16.1,8.1,216.0,12.3,2.2,2.5,2.231,0.038,1.2
2013-10-27,咯林,16.0,8.1,218.0,12.6,2.2,2.4,2.168,0.036,1.3
2013-10-28,咯林,15.8,8.1,219.0,12.4,2.2,2.4,2.528,0.033,1.4
2013-10-29,咯林,15.5,8.1,218.0,11.8,2.2,2.6,2.733,0.026,1.3
2013-10-30,咯林,16.0,8.0,218.0,11.8,1.9,2.4,2.706,0.024,1.1
2013-10-31,咯林,16.0,8.1,218.0,12.0,2.3,2.5,2.665,0.026,1.0
2013-11-01,咯林,15.9,8.2,219.0,12.3,2.0,2.6,2.659,,0.8
2013-11-02,咯林,15.9,8.2,221.0,12.0,2.3,2.6,2.718,,1.1
2013-11-03,咯林,15.6,7.7,220.0,11.2,2.7,2.6,2.775,,1.2
2013-11-04,咯林,15.6,7.9,224.0,11.7,2.2,2.7,2.694,,1.1
2013-11-05,咯林,15.5,8.0,223.0,11.6,2.0,2.6,2.485,,1.0
2013-11-06,咯林,15.2,8.1,223.0,11.5,2.2,2.5,2.479,,1.1
2013-11-07,咯林,14.7,7.9,225.0,10.9,2.1,2.5,2.62,0.014,1.1
2013-11-08,咯林,14.6,8.1,226.0,11.3,2.2,2.5,2.613,0.015,1.1
2013-11-09,咯林,13.9,8.1,229.0,11.4,2.0,2.5,2.686,0.015,1.2
2013-11-10,咯林,14.2,8.0,229.0,11.1,2.4,2.4,2.721,0.016,1.3
2013-11-11,咯林,12.9,8.1,234.0,11.2,2.2,2.5,2.479,0.018,1.1
2013-11-12,咯林,11.5,8.1,234.0,11.6,1.4,2.6,2.196,0.02,0.8
2013-11-13,咯林,11.3,8.1,238.0,11.6,1.2,2.5,2.266,0.018,0.8
2013-11-14,咯林,11.2,8.2,241.0,11.7,1.2,2.4,2.385,0.016,0.9
2013-11-15,咯林,11.0,8.0,244.0,11.2,1.3,2.4,2.42,0.013,0.9
2013-11-16,咯林,11.3,8.1,250.0,11.4,1.3,2.2,2.434,0.012,0.9
2013-11-17,咯林,11.6,8.1,245.0,11.1,1.5,2.1,2.465,0.013,0.9
2013-11-18,咯林,10.6,8.2,243.0,11.2,1.6,2.2,2.445,0.014,0.9
2013-11-19,咯林,9.9,8.1,239.0,11.5,2.9,2.3,2.429,0.013,1.2
2013-11-20,咯林,9.0,8.1,240.0,12.7,2.2,2.3,2.472,0.01,0.9
2013-11-21,咯林,8.5,8.3,249.0,12.9,1.3,2.2,2.449,0.009,0.8
2013-11-22,咯林,8.6,8.4,243.0,12.6,1.3,2.2,2.431,0.008,0.8
2013-11-23,咯林,8.9,8.3,243.0,11.8,1.2,2.1,2.435,0.007,0.8
2013-11-24,咯林,9.5,8.3,244.0,11.4,1.4,2.1,2.504,0.007,0.8
2013-11-25,咯林,10.4,8.1,241.0,10.7,1.8,2.0,2.619,0.006,1.0
2013-11-26,咯林,9.1,7.9,241.0,10.7,3.1,2.3,2.66,0.011,1.2
2013-11-27,咯林,8.6,8.0,245.0,11.3,2.4,2.5,2.947,0.014,1.3
2013-11-28,咯林,7.7,7.8,239.0,11.3,2.1,2.4,2.67,0.015,1.0
2013-11-29,咯林,6.8,8.0,236.0,12.9,2.5,2.5,2.727,0.015,1.0
2013-11-30,咯林,7.1,8.0,237.0,12.9,2.1,2.3,2.647,0.013,0.9
2013-12-01,咯林,8.2,8.0,235.0,12.5,2.1,2.2,2.561,0.011,0.9
2013-12-02,咯林,8.1,8.0,233.0,12.4,2.3,2.2,2.546,0.012,0.9
2013-12-03,咯林,7.9,7.9,236.0,12.4,1.9,2.3,2.638,0.012,0.8
2013-12-04,咯林,8.4,8.0,238.0,12.6,2.0,2.4,2.63,0.012,0.8
2013-12-05,咯林,8.4,8.0,237.0,12.5,1.9,2.3,2.705,0.012,0.8
2013-12-06,咯林,8.6,7.8,235.0,12.0,1.9,2.2,2.69,0.013,0.9
2013-12-07,咯林,8.5,8.0,235.0,12.6,1.5,2.2,,0.014,0.8
2013-12-08,咯林,7.8,8.1,238.0,12.8,1.5,2.1,,0.014,0.9
2013-12-09,咯林,7.6,8.1,240.0,12.7,1.4,2.2,,0.013,1.0
2013-12-10,咯林,7.5,7.7,239.0,11.8,1.8,2.3,,0.014,1.1
2013-12-11,咯林,6.8,7.8,240.0,12.3,2.8,2.4,,0.016,1.2
2013-12-12,咯林,5.6,7.9,239.0,12.5,2.2,2.5,,0.016,0.9
2013-12-13,咯林,4.8,7.8,241.0,12.6,2.0,2.5,,0.017,0.6
2013-12-14,咯林,3.9,7.8,248.0,13.2,2.1,2.4,,0.017,0.6
2013-12-15,咯林,3.9,7.7,248.0,13.2,2.2,2.3,,0.017,0.7
2013-12-16,咯林,3.5,7.7,252.0,12.9,2.3,2.3,,0.018,0.9
2013-12-17,咯林,3.2,7.8,251.0,12.7,2.5,2.2,2.724,0.018,1.1
2013-12-18,咯林,3.7,7.8,250.0,12.5,2.4,2.2,2.907,,1.1
2013-12-19,咯林,4.9,8.1,241.0,12.4,2.0,2.0,3.031,,1.1
2013-12-20,咯林,4.7,8.0,239.0,11.9,1.7,2.1,2.931,,1.0
2013-12-21,咯林,3.5,7.7,250.0,12.5,1.6,2.1,3.218,,1.0
2013-12-22,咯林,3.5,7.6,250.0,12.3,1.6,2.1,3.331,,1.0
2013-12-23,咯林,4.1,7.6,246.0,12.0,1.5,2.1,3.147,,1.1
2013-12-24,咯林,4.8,7.7,242.0,11.0,1.3,2.1,2.814,,1.0
2013-12-25,咯林,3.9,7.6,251.0,10.8,1.3,2.1,3.136,0.029,0.9
2013-12-26,咯林,4.3,7.6,247.0,10.6,1.3,2.2,3.271,0.027,1.0
2013-12-27,咯林,4.8,7.7,239.0,10.3,1.2,2.1,2.963,0.028,1.1
2013-12-28,咯林,3.3,7.8,245.0,10.9,1.1,2.1,3.012,0.03,1.0
2013-12-29,咯林,2.8,7.9,244.0,11.2,1.1,2.0,2.87,0.03,1.1
2013-12-30,咯林,,,,,,,,,
2013-12-31,咯林,,,,,,,,,
2014-01-01,咯林,,,,,,,,,
2014-01-02,咯林,,,,,,,,,
2014-01-03,咯林,,,,,,,,,
2014-01-04,咯林,,,,,,,,,
2014-01-05,咯林,,,,,,,,,
2014-01-06,咯林,,,,,,,,,
2014-01-07,咯林,4.8,8.1,233.0,,1.2,2.0,2.655,0.028,3.5
2014-01-08,咯林,5.0,8.1,230.0,,1.1,2.0,2.757,0.027,4.3
2014-01-09,咯林,4.3,7.9,232.0,,1.2,2.4,2.745,0.03,4.3
2014-01-10,咯林,2.6,8.1,234.0,,1.0,2.1,2.812,0.031,3.3
2014-01-11,咯林,2.9,8.0,235.0,12.8,0.8,2.1,2.863,0.03,3.2
2014-01-12,咯林,3.3,8.0,238.0,12.8,1.0,2.1,2.976,0.03,3.9
2014-01-13,咯林,2.8,7.9,236.0,12.8,0.9,2.1,2.921,0.032,3.8
2014-01-14,咯林,2.4,7.9,234.0,13.0,0.8,2.1,2.82,0.032,2.8
2014-01-15,咯林,2.6,8.0,237.0,13.0,0.8,2.3,2.888,0.032,3.0
2014-01-16,咯林,2.6,7.9,239.0,12.8,0.8,2.3,2.982,0.032,3.5
2014-01-17,咯林,2.9,7.8,238.0,12.5,1.0,2.2,3.029,0.031,3.8
2014-01-18,咯林,3.2,8.0,237.0,12.5,1.1,2.1,3.008,0.032,4.1
2014-01-19,咯林,2.9,8.0,236.0,12.5,1.1,2.1,2.996,0.033,4.3
2014-01-20,咯林,3.0,8.0,237.0,12.4,1.0,2.0,3.111,0.031,5.3
2014-01-21,咯林,3.2,7.8,240.0,11.9,1.1,2.1,3.176,0.031,6.5
2014-01-22,咯林,3.1,8.0,241.0,12.2,1.1,2.1,3.061,0.033,6.2
2014-01-23,咯林,3.1,8.0,240.0,12.1,1.0,2.1,2.922,0.033,5.9
2014-01-24,咯林,3.3,8.0,240.0,12.0,1.0,2.2,2.756,0.031,7.2
2014-01-25,咯林,4.0,8.0,240.0,11.5,1.0,2.1,2.895,0.03,9.3
2014-01-26,咯林,4.5,7.8,237.0,10.8,1.2,2.1,2.657,0.03,11.7
2014-01-27,咯林,4.1,8.0,238.0,12.2,1.3,2.1,2.712,0.032,8.9
2014-01-28,咯林,4.2,8.1,238.0,14.1,1.7,2.2,2.723,,8.3
2014-01-29,咯林,4.3,8.1,236.0,14.0,1.7,2.3,2.716,,7.4
2014-01-30,咯林,4.7,8.1,233.0,14.0,1.7,2.2,2.778,,8.5
2014-01-31,咯林,4.4,7.8,234.0,13.2,1.7,2.2,2.764,,9.6
2014-02-01,咯林,4.5,8.1,233.0,14.2,1.6,2.2,2.85,,8.4
2014-02-02,咯林,4.9,7.8,229.0,13.0,13.5,2.4,3.08,,8.4
2014-02-03,咯林,5.0,7.6,229.0,12.4,23.4,3.4,3.395,,9.6
2014-02-04,咯林,3.7,7.8,233.0,13.4,8.7,3.3,3.228,,6.9
2014-02-05,咯林,1.9,7.8,234.0,14.1,4.4,2.9,3.068,,4.6
2014-02-06,咯林,2.4,7.8,237.0,14.0,2.9,2.6,3.036,,5.1
2014-02-07,咯林,3.3,7.8,237.0,13.6,2.3,2.4,3.145,,5.4
2014-02-08,咯林,3.8,7.9,238.0,13.5,2.1,2.3,3.211,,5.9
2014-02-09,咯林,4.1,7.9,233.0,13.3,1.9,2.2,3.066,,6.5
2014-02-10,咯林,3.9,7.9,235.0,13.4,1.8,2.5,3.11,,5.8
2014-02-11,咯林,4.2,7.9,239.0,13.5,1.9,2.5,3.138,0.022,4.7
2014-02-12,咯林,4.3,8.0,241.0,13.5,1.9,2.4,3.157,0.021,4.6
2014-02-13,咯林,4.5,8.0,241.0,13.6,1.8,2.3,3.036,0.02,5.3
2014-02-14,咯林,5.0,8.0,236.0,13.6,1.8,2.2,2.919,0.018,7.8
2014-02-15,咯林,5.1,8.1,237.0,13.5,2.0,2.5,2.965,0.02,6.5
2014-02-16,咯林,5.2,8.0,235.0,13.4,2.0,2.8,2.926,0.02,7.1
2014-02-17,咯林,5.5,8.0,234.0,13.3,1.9,2.7,,0.02,7.8
2014-02-18,咯林,5.9,8.0,229.0,13.4,2.1,2.4,,0.02,7.8
2014-02-19,咯林,5.8,8.0,230.0,13.4,2.1,2.3,,0.02,7.4
2014-02-20,咯林,5.2,8.0,231.0,13.8,2.1,2.3,,0.019,8.4
2014-02-21,咯林,4.8,8.0,230.0,13.8,1.9,,,0.019,
2014-02-22,咯林,5.1,8.0,229.0,14.0,1.8,,2.708,0.018,
2014-02-23,咯林,5.3,8.0,229.0,13.9,1.9,,2.707,0.017,
2014-02-24,咯林,5.5,8.0,232.0,13.9,2.0,,2.8,0.016,
2014-02-25,咯林,5.9,8.0,231.0,13.8,2.0,2.1,2.835,0.014,7.0
2014-02-26,咯林,6.3,8.0,231.0,13.7,2.2,2.2,2.864,0.013,7.9
2014-02-27,咯林,6.7,8.0,232.0,13.5,2.3,2.4,2.959,0.014,7.8
2014-02-28,咯林,7.2,8.0,235.0,13.3,2.4,2.5,3.003,0.016,8.9
2014-03-01,咯林,7.8,7.9,235.0,13.0,2.5,2.3,3.018,0.016,10.3
2014-03-02,咯林,7.9,7.9,234.0,12.7,2.7,2.2,2.988,0.018,9.6
2014-03-03,咯林,7.6,7.9,234.0,12.3,2.7,2.2,2.709,0.018,9.3
2014-03-04,咯林,7.5,8.0,233.0,12.4,3.0,2.3,2.461,0.02,12.3
2014-03-05,咯林,6.9,8.0,235.0,12.4,3.3,2.5,2.566,0.02,13.0
2014-03-06,咯林,6.5,8.0,237.0,12.4,3.4,2.4,2.613,0.019,
2014-03-07,咯林,5.6,8.0,237.0,12.5,3.3,2.3,2.736,0.016,
2014-03-08,咯林,5.5,8.0,237.0,12.6,2.8,2.2,2.775,0.014,
2014-03-09,咯林,5.5,8.0,240.0,12.4,2.7,2.2,2.868,0.015,
2014-03-10,咯林,,,,,,,,,
2014-03-11,咯林,,,,,,,,,
2014-03-12,咯林,,,,,,,,,
2014-03-13,咯林,,,,,,,,,
2014-03-14,咯林,,,,,,,,,
2014-03-15,咯林,6.1,7.9,259.0,13.0,3.5,2.4,3.089,0.022,9.7
2014-03-16,咯林,7.4,8.0,253.0,13.1,3.1,2.2,3.004,0.019,18.0
2014-03-17,咯林,8.7,8.0,251.0,13.1,3.1,2.1,2.987,0.019,16.0
2014-03-18,咯林,10.2,8.0,248.0,13.0,3.4,2.1,3.044,0.021,22.1
2014-03-19,咯林,10.5,7.9,243.0,12.1,3.8,2.1,2.997,0.024,21.2
2014-03-20,咯林,9.0,7.8,240.0,12.0,3.7,2.1,3.024,0.023,14.6
2014-03-21,咯林,8.2,7.8,240.0,12.7,3.2,2.1,2.875,0.018,9.8
2014-03-22,咯林,8.8,7.9,235.0,13.0,3.0,2.0,2.812,0.017,8.5
2014-03-23,咯林,9.5,8.0,234.0,13.2,2.9,2.0,2.675,0.017,8.8
2014-03-24,咯林,9.9,8.0,232.0,13.1,3.0,2.0,2.746,,10.2
2014-03-25,咯林,10.7,8.0,230.0,12.5,3.2,2.0,2.848,0.018,15.3
2014-03-26,咯林,11.7,7.9,230.0,11.7,3.3,1.9,2.895,0.015,17.8
2014-03-27,咯林,12.4,7.9,229.0,11.8,3.5,1.9,2.78,0.021,17.0
2014-03-28,咯林,12.9,7.9,229.0,11.9,3.4,2.0,2.813,0.026,17.0
2014-03-29,咯林,12.4,7.9,229.0,11.8,3.6,2.0,2.87,0.029,19.2
2014-03-30,咯林,11.9,7.8,229.0,11.6,3.3,2.0,2.915,0.032,15.2
2014-03-31,咯林,12.6,8.0,228.0,12.1,3.5,2.0,2.795,0.034,17.8
2014-04-01,咯林,12.3,7.9,228.0,12.0,3.2,2.0,2.689,0.032,12.4
2014-04-02,咯林,12.6,8.0,226.0,12.0,3.8,2.0,2.66,0.028,16.2
2014-04-03,咯林,12.1,8.0,226.0,12.2,4.3,2.0,2.718,0.027,21.8
2014-04-04,咯林,10.5,8.0,224.0,12.2,4.4,2.0,2.773,0.024,20.0
2014-04-05,咯林,10.0,8.1,223.0,12.8,4.4,2.0,2.778,0.016,21.8
2014-04-06,咯林,9.6,8.1,222.0,12.8,4.2,2.0,2.69,0.017,19.1
2014-04-07,咯林,9.4,8.1,220.0,12.9,3.7,1.9,2.709,0.015,14.5
2014-04-08,咯林,9.7,8.1,219.0,12.9,3.3,1.8,2.734,0.011,10.7
2014-04-09,咯林,10.0,8.0,221.0,12.7,3.1,1.8,2.75,0.009,9.1
2014-04-10,咯林,10.1,8.0,223.0,12.4,3.1,1.8,2.737,0.01,10.4
2014-04-11,咯林,10.4,8.0,220.0,12.5,3.0,1.8,2.687,0.01,9.3
2014-04-12,咯林,10.4,8.0,220.0,12.0,3.1,1.8,2.693,0.009,10.2
2014-04-13,咯林,10.5,8.0,220.0,11.9,2.9,1.8,2.705,0.009,8.1
2014-04-14,咯林,11.1,8.0,219.0,11.9,2.9,1.8,2.688,0.012,5.8
2014-04-15,咯林,11.6,8.0,219.0,11.7,2.9,1.8,2.676,0.012,6.3
2014-04-16,咯林,11.4,7.9,224.0,11.6,3.0,1.8,2.75,0.011,6.9
2014-04-17,咯林,10.9,7.9,223.0,11.5,2.7,,2.647,0.011,4.5
2014-04-18,咯林,10.9,7.9,222.0,11.6,2.7,,2.3,,4.7
2014-04-19,咯林,12.0,8.0,223.0,11.7,3.1,,2.058,,8.0
2014-04-20,咯林,11.1,8.0,221.0,11.7,2.9,,2.038,,4.1
2014-04-21,咯林,,,,,,,,,
2014-04-22,咯林,,,,,,,,,
2014-04-23,咯林,,,,,,,,,
2014-04-24,咯林,,,,,,,,,
2014-04-25,咯林,15.3,8.0,244.0,11.1,2.2,2.1,2.147,,7.7
2014-04-26,咯林,13.9,8.1,243.0,11.4,2.4,2.1,2.146,0.008,8.4
2014-04-27,咯林,13.0,8.0,242.0,11.1,2.5,2.1,2.204,0.008,6.0
2014-04-28,咯林,12.6,7.9,241.0,10.7,2.6,2.1,2.235,0.01,6.4
2014-04-29,咯林,11.6,7.9,240.0,10.7,2.8,2.1,2.301,0.009,5.2
2014-04-30,咯林,13.0,8.1,245.0,10.5,2.4,2.1,,,6.7
2014-05-01,咯林,13.2,8.0,246.0,10.6,2.6,2.2,2.167,0.008,5.2
2014-05-02,咯林,13.7,8.1,244.0,10.6,2.8,2.2,2.119,0.007,5.5
2014-05-03,咯林,13.8,8.1,244.0,10.3,2.8,2.2,2.022,0.007,3.8
2014-05-04,咯林,14.0,8.1,245.0,10.2,2.9,2.2,2.036,0.007,5.1
2014-05-05,咯林,12.5,8.0,243.0,10.4,2.5,2.1,2.087,0.005,2.3
2014-05-06,咯林,13.1,8.1,243.0,10.4,2.5,2.1,2.057,0.004,2.7
2014-05-07,咯林,13.2,8.1,244.0,10.6,2.5,2.1,2.122,0.003,2.0
2014-05-08,咯林,13.0,8.1,243.0,10.6,2.3,2.0,2.212,,1.6
2014-05-09,咯林,13.2,8.0,244.0,10.3,2.2,2.0,2.146,,1.4
2014-05-10,咯林,14.5,8.0,245.0,10.6,2.1,2.1,2.125,,1.5
2014-05-11,咯林,14.4,8.1,244.0,10.7,2.2,2.1,2.194,0.003,2.4
2014-05-12,咯林,14.5,8.0,243.0,10.0,2.3,2.1,2.254,0.004,9.0
2014-05-13,咯林,15.7,8.0,248.0,9.4,4.0,2.1,2.332,0.015,20.5
2014-05-14,咯林,16.7,8.0,247.0,9.7,3.0,2.1,2.366,0.015,12.7
2014-05-15,咯林,16.8,8.0,244.0,10.0,2.7,2.0,2.36,0.009,7.4
2014-05-16,咯林,16.6,8.0,242.0,9.9,2.6,1.9,2.241,0.009,5.7
2014-05-17,咯林,16.5,8.1,243.0,10.7,2.4,1.9,2.129,0.006,6.1
2014-05-18,咯林,16.6,8.2,243.0,11.1,2.3,1.9,2.119,0.004,6.0
2014-05-19,咯林,16.6,8.2,243.0,11.3,2.4,1.9,2.077,0.003,7.1
2014-05-20,咯林,16.7,8.2,243.0,11.0,2.6,2.0,2.438,0.002,8.8
2014-05-21,咯林,16.0,8.0,245.0,10.4,2.8,2.0,2.137,0.004,5.3
2014-05-22,咯林,17.0,8.1,245.0,10.3,2.2,2.0,2.213,0.005,6.0
2014-05-23,咯林,17.7,8.3,245.0,10.5,2.4,2.0,1.941,0.007,7.6
2014-05-24,咯林,17.8,8.2,247.0,9.7,2.1,2.0,1.93,0.008,9.0
2014-05-25,咯林,17.5,8.1,248.0,9.2,2.3,2.0,2.048,0.008,10.5
2014-05-26,咯林,16.8,7.8,247.0,8.5,2.5,1.9,2.115,0.009,4.5
2014-05-27,咯林,17.8,8.1,247.0,9.2,2.4,1.9,2.055,0.011,6.3
2014-05-28,咯林,18.5,8.1,240.0,10.4,2.2,,2.108,0.012,5.3
2014-05-29,咯林,19.4,8.1,239.0,10.5,2.1,,2.033,0.012,7.3
2014-05-30,咯林,19.5,8.1,236.0,10.7,2.4,2.4,2.014,0.009,4.5
2014-05-31,咯林,19.2,8.1,235.0,11.0,2.9,2.4,1.992,0.009,4.8
2014-06-01,咯林,19.7,8.2,235.0,11.1,2.3,2.3,1.976,0.007,6.6
2014-06-02,咯林,18.3,7.9,236.0,10.4,2.7,2.4,2.038,0.008,3.7
2014-06-03,咯林,16.4,7.7,237.0,10.0,2.8,2.4,2.423,0.012,2.8
2014-06-04,咯林,16.9,7.8,241.0,10.2,2.0,2.6,2.216,0.016,3.0
2014-06-05,咯林,17.7,8.0,249.0,10.8,2.1,3.0,2.149,0.016,6.3
2014-06-06,咯林,17.4,7.8,245.0,10.7,2.0,2.8,2.121,0.015,2.8
2014-06-07,咯林,18.8,8.2,241.0,11.7,1.4,2.2,2.101,0.01,4.9
2014-06-08,咯林,18.8,8.0,241.0,11.2,1.6,2.2,2.066,0.008,5.1
2014-06-09,咯林,19.1,8.0,239.0,10.7,1.7,2.2,1.995,0.01,6.0
2014-06-10,咯林,18.9,7.9,237.0,9.7,1.9,2.2,2.049,0.012,4.6
2014-06-11,咯林,18.7,7.8,239.0,9.4,3.0,2.3,2.246,0.014,6.0
2014-06-12,咯林,19.8,7.6,237.0,8.8,25.2,3.6,2.681,0.085,10.8
2014-06-13,咯林,19.6,7.8,238.0,9.6,4.3,2.8,2.434,0.036,9.6
2014-06-14,咯林,19.3,7.7,239.0,9.3,3.2,2.4,2.275,0.027,6.1
2014-06-15,咯林,20.1,8.0,241.0,10.1,4.1,2.4,2.279,0.023,9.3
2014-06-16,咯林,20.6,8.0,242.0,10.1,2.7,2.2,2.207,0.022,7.2
2014-06-17,咯林,20.0,8.0,240.0,10.3,2.1,2.2,2.169,0.015,7.6
2014-06-18,咯林,20.9,8.0,241.0,10.1,2.3,2.2,2.105,0.011,10.7
2014-06-19,咯林,20.6,8.2,242.0,10.3,2.7,2.3,2.054,0.009,14.0
2014-06-20,咯林,20.7,7.9,243.0,9.6,2.9,2.3,2.013,0.011,8.8
2014-06-21,咯林,20.8,8.0,243.0,10.2,2.5,2.3,2.085,0.012,8.4
2014-06-22,咯林,22.1,8.2,245.0,10.4,2.8,2.3,2.06,0.011,11.6
2014-06-23,咯林,22.0,8.0,242.0,9.6,3.3,2.4,2.0,0.014,16.3
2014-06-24,咯林,21.7,7.6,231.0,9.0,13.3,3.1,2.136,0.027,15.5
2014-06-25,咯林,22.0,7.5,228.0,9.4,10.6,3.3,2.131,0.043,9.3
2014-06-26,咯林,22.7,7.7,234.0,10.0,3.2,2.8,2.108,0.019,7.2
2014-06-27,咯林,23.4,7.8,234.0,10.6,2.9,2.7,2.06,0.012,9.8
2014-06-28,咯林,23.3,8.2,232.0,12.1,4.1,2.5,2.027,0.011,13.9
2014-06-29,咯林,23.5,8.0,233.0,11.8,2.8,2.5,1.947,0.013,12.3
2014-06-30,咯林,23.6,8.1,234.0,12.5,2.9,2.4,1.918,0.017,12.6
2014-07-01,咯林,24.2,8.3,234.0,12.6,3.3,2.5,1.844,0.015,14.7
2014-07-02,咯林,24.0,8.3,233.0,11.9,3.0,2.5,1.927,0.012,13.1
